id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
303,,SEVEN HILLS,QLD,4170,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Seven Hills QLD 4170, Australia","Brisbane City QLD 4000, Australia",14.383333333333333,7.78,32.45422943221321
304,,SEVENTEEN MILE ROCKS,QLD,4073,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Seventeen Mile Rocks QLD 4073, Australia","Brisbane City QLD 4000, Australia",23.666666666666668,19.03,48.24507042253521
305,,SHAILER PARK,QLD,4128,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Shailer Park QLD 4128, Australia","Brisbane City QLD 4000, Australia",24.733333333333334,29.108,70.61239892183289
306,,SHELDON,QLD,4157,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Sheldon QLD 4157, Australia","Brisbane City QLD 4000, Australia",29.8,26.998,54.35838926174497
307,,SHERWOOD,QLD,4075,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Sherwood QLD 4075, Australia","Brisbane City QLD 4000, Australia",22.816666666666666,16.89,44.414901387874366
308,,SHORNCLIFFE,QLD,4017,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Shorncliffe QLD 4017, Australia","Brisbane City QLD 4000, Australia",30.933333333333334,23.82,46.202586206896555
309,,SINNAMON PARK,QLD,4073,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Sinnamon Park QLD 4073, Australia","Brisbane City QLD 4000, Australia",21.033333333333335,14.757,42.09603803486529
310,,SLACKS CREEK,QLD,4127,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Slacks Creek QLD 4127, Australia","Brisbane City QLD 4000, Australia",20.166666666666668,24.312,72.33322314049586
311,,SOUTH BRISBANE,QLD,4101,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"South Brisbane QLD 4101, Australia","Brisbane City QLD 4000, Australia",6.883333333333334,1.549,13.502179176755448
312,,SOUTH BRISBANE BC,QLD,4101,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"140-142 Montague Rd, South Brisbane QLD 4101, Australia","Brisbane City QLD 4000, Australia",8.166666666666666,2.088,15.340408163265309
313,,SPRING HILL,QLD,4000,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Spring Hill QLD 4000, Australia","Brisbane City QLD 4000, Australia",8.35,1.847,13.27185628742515
314,,SPRING HILL,QLD,4004,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"4/448 Boundary St, Spring Hill QLD 4004, Australia","Brisbane City QLD 4000, Australia",8.3,1.697,12.267469879518073
315,,SPRING MOUNTAIN,QLD,4124,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Spring Mountain QLD 4124, Australia","Brisbane City QLD 4000, Australia",38.166666666666664,35.354,55.57834061135372
316,,SPRINGWOOD,QLD,4127,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Springwood QLD 4127, Australia","Brisbane City QLD 4000, Australia",20.666666666666668,21.216,61.594838709677425
317,,ST LUCIA,QLD,4067,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"St Lucia QLD 4067, Australia","Brisbane City QLD 4000, Australia",14.066666666666666,6.576,28.049289099526067
318,,ST LUCIA SOUTH,QLD,4067,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"St Lucia QLD 4067, Australia","Brisbane City QLD 4000, Australia",14.033333333333333,6.858,29.321615201900237
319,,STAFFORD,QLD,4053,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Stafford QLD 4053, Australia","Brisbane City QLD 4000, Australia",16.916666666666668,12.147,43.082955665024635
320,,STAFFORD HEIGHTS,QLD,4053,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Stafford Heights QLD 4053, Australia","Brisbane City QLD 4000, Australia",17.666666666666668,13.534,45.964528301886794
321,,STANMORE,QLD,4514,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Stanmore QLD 4514, Australia","Brisbane City QLD 4000, Australia",73.91666666666667,83.904,68.10696730552424
322,,STAPYLTON,QLD,4207,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Stapylton QLD 4207, Australia","Brisbane City QLD 4000, Australia",29.783333333333335,39.169,78.90789031897033
323,,STONES CORNER,QLD,4120,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"307 Logan Rd, Greenslopes QLD 4120, Australia","Brisbane City QLD 4000, Australia",8.083333333333334,5.397,40.060206185567004
324,,STONY CREEK,QLD,4514,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Stony Creek QLD 4514, Australia","Brisbane City QLD 4000, Australia",71.45,84.154,70.66815955213436
325,,STRATHPINE,QLD,4500,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Strathpine QLD 4500, Australia","Brisbane City QLD 4000, Australia",34.416666666666664,25.37,44.228571428571435
326,,STRETTON,QLD,4116,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Stretton QLD 4116, Australia","Brisbane City QLD 4000, Australia",26.166666666666668,30.546,70.04178343949044
327,,SUMNER,QLD,4074,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Sumner QLD 4074, Australia","Brisbane City QLD 4000, Australia",24.516666666666666,17.933,43.88769544527533
328,,SUMNER PARK,QLD,4074,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"33 Spine St, Sumner QLD 4074, Australia","Brisbane City QLD 4000, Australia",23.433333333333334,17.62,45.115220483641544
329,,SUMNER PARK BC,QLD,4074,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"76 Neon St, Sumner QLD 4074, Australia","Brisbane City QLD 4000, Australia",23.65,17.604,44.66131078224101
330,,SUNNYBANK,QLD,4109,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Sunnybank QLD 4109, Australia","Brisbane City QLD 4000, Australia",17.066666666666666,14.223,50.002734375
331,,SUNNYBANK HILLS,QLD,4109,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Sunnybank Hills QLD 4109, Australia","Brisbane City QLD 4000, Australia",21.3,17.115,48.21126760563379
332,,SUNNYBANK SOUTH,QLD,4109,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Pinelands Shopping Centre, 27/2 Pinelands Rd, Sunnybank South QLD 4109, Australia","Brisbane City QLD 4000, Australia",18.866666666666667,15.083,47.96713780918728
333,,TAIGUM,QLD,4018,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Taigum QLD 4018, Australia","Brisbane City QLD 4000, Australia",26.216666666666665,19.359,44.305403687221876
334,,TANAH MERAH,QLD,4128,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Tanah Merah QLD 4128, Australia","Brisbane City QLD 4000, Australia",23.316666666666666,27.787,71.50335954253038
335,,TANGALOOMA,QLD,4025,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Tangalooma, Moreton Island QLD 4025, Australia","Brisbane City QLD 4000, Australia",211.98333333333332,102.617,29.04483056844092
336,,TARINGA,QLD,4068,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Taringa QLD 4068, Australia","Brisbane City QLD 4000, Australia",13.366666666666667,6.365,28.571072319201992
337,,TARRAGINDI,QLD,4121,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Tarragindi QLD 4121, Australia","Brisbane City QLD 4000, Australia",12.166666666666666,9.751,48.08712328767123
338,,TENERIFFE,QLD,4005,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Teneriffe QLD 4005, Australia","Brisbane City QLD 4000, Australia",13.416666666666666,3.765,16.83726708074534
339,,TENNYSON,QLD,4105,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Tennyson QLD 4105, Australia","Brisbane City QLD 4000, Australia",16.4,9.267,33.90365853658537
340,,THE GAP,QLD,4061,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"The Gap QLD 4061, Australia","Brisbane City QLD 4000, Australia",17.883333333333333,10.041,33.6883504193849
341,,THORNESIDE,QLD,4158,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Thorneside QLD 4158, Australia","Brisbane City QLD 4000, Australia",32.56666666666667,24.158,44.50808597748209
342,,THORNLANDS,QLD,4164,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Thornlands QLD 4164, Australia","Brisbane City QLD 4000, Australia",36.68333333333333,32.066,52.4477964561563
343,,TINGALPA,QLD,4173,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Tingalpa QLD 4173, Australia","Brisbane City QLD 4000, Australia",29.483333333333334,16.468,33.51317128321085
344,,TINGALPA BC,QLD,4173,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"1534 Wynnum Rd, Tingalpa QLD 4173, Australia","Brisbane City QLD 4000, Australia",23.166666666666668,13.044,33.78302158273381
345,,TOOMBUL,QLD,4012,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"1015 Sandgate Rd, Nundah QLD 4012, Australia","Brisbane City QLD 4000, Australia",15.416666666666666,12.156,47.30983783783785
346,,TOORBUL,QLD,4510,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Toorbul QLD 4510, Australia","Brisbane City QLD 4000, Australia",58.88333333333333,66.812,68.07902632323804
347,,TOOWONG,QLD,4066,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Toowong QLD 4066, Australia","Brisbane City QLD 4000, Australia",12.416666666666666,6.051,29.239731543624163
348,,TOOWONG DC,QLD,4066,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Toowong DC, 58 Ebor St, Toowong QLD 4066, Australia","Brisbane City QLD 4000, Australia",10.516666666666667,4.859,27.721711568938193
349,,UNDERWOOD,QLD,4119,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Underwood QLD 4119, Australia","Brisbane City QLD 4000, Australia",18.216666666666665,20.353,67.03641354071364
350,,UNIVERSITY OF QUEENSLAND,QLD,4072,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"St Lucia QLD 4072, Australia","Brisbane City QLD 4000, Australia",13.4,6.577,29.449253731343283
351,,UPPER BROOKFIELD,QLD,4069,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Upper Brookfield QLD 4069, Australia","Brisbane City QLD 4000, Australia",34.266666666666666,24.35,42.63618677042802
352,,UPPER CABOOLTURE,QLD,4510,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Upper Caboolture QLD 4510, Australia","Brisbane City QLD 4000, Australia",53.46666666666667,52.246,58.63017456359102
353,,UPPER KEDRON,QLD,4055,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Upper Kedron QLD 4055, Australia","Brisbane City QLD 4000, Australia",29.266666666666666,17.005,34.862186788154894
354,,UPPER MT GRAVATT,QLD,4122,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Upper Mount Gravatt QLD 4122, Australia","Brisbane City QLD 4000, Australia",13.3,12.246,55.24511278195489
355,,VICTORIA POINT,QLD,4165,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Victoria Point QLD 4165, Australia","Brisbane City QLD 4000, Australia",41.4,36.36,52.69565217391305
356,,VICTORIA POINT WEST,QLD,4165,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Luxe Haven, Victoria Point Shopping Centre, 54/2-34 Bunker Road, Victoria Point West QLD 4165, Australia","Brisbane City QLD 4000, Australia",38.233333333333334,34.457,54.07375762859634
357,,VILLENEUVE,QLD,4514,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Villeneuve QLD 4514, Australia","Brisbane City QLD 4000, Australia",80.65,93.492,69.55387476751395
358,,VIRGINIA,QLD,4014,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Virginia QLD 4014, Australia","Brisbane City QLD 4000, Australia",19.45,15.861,48.928534704370186
359,,VIRGINIA BC,QLD,4014,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Virginia Business Hub, 35 Robinson Rd E, Virginia QLD 4014, Australia","Brisbane City QLD 4000, Australia",20.766666666666666,16.272,47.013804173354735
360,,WACOL,QLD,4076,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Wacol QLD 4076, Australia","Brisbane City QLD 4000, Australia",24.1,21.652,53.90539419087137
361,,WAKERLEY,QLD,4154,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Wakerley QLD 4154, Australia","Brisbane City QLD 4000, Australia",27.5,20.453,44.62472727272727
362,,WAMURAN,QLD,4512,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Wamuran QLD 4512, Australia","Brisbane City QLD 4000, Australia",57.016666666666666,63.674,67.00567085647471
363,,WARNER,QLD,4500,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Warner QLD 4500, Australia","Brisbane City QLD 4000, Australia",33.6,22.16,39.57142857142857
364,,WATERFORD,QLD,4133,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Waterford QLD 4133, Australia","Brisbane City QLD 4000, Australia",29.183333333333334,32.251,66.30702455739578
365,,WATERFORD WEST,QLD,4133,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Waterford West QLD 4133, Australia","Brisbane City QLD 4000, Australia",29.45,31.114,63.390152801358234
366,,WAVELL HEIGHTS,QLD,4012,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Wavell Heights QLD 4012, Australia","Brisbane City QLD 4000, Australia",17.25,12.935,44.991304347826095
367,,WAVELL HEIGHTS NORTH,QLD,4012,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Wavell Heights QLD 4012, Australia","Brisbane City QLD 4000, Australia",17.25,12.935,44.991304347826095
368,,WELLERS HILL,QLD,4121,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Holland Park QLD 4121, Australia","Brisbane City QLD 4000, Australia",10.816666666666666,8.899,49.36271186440677
369,,WELLINGTON POINT,QLD,4160,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Wellington Point QLD 4160, Australia","Brisbane City QLD 4000, Australia",38.31666666666667,29.374,45.99669421487603
370,,WEST END,QLD,4101,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"West End QLD 4101, Australia","Brisbane City QLD 4000, Australia",8.383333333333333,2.027,14.507355864811135
371,,WESTLAKE,QLD,4074,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Westlake QLD 4074, Australia","Brisbane City QLD 4000, Australia",28.966666666666665,21.92,45.403912543153055
372,,WHITESIDE,QLD,4503,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Whiteside QLD 4503, Australia","Brisbane City QLD 4000, Australia",44.03333333333333,30.282,41.26237698713096
373,,WILLAWONG,QLD,4110,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Willawong QLD 4110, Australia","Brisbane City QLD 4000, Australia",28.766666666666666,20.573,42.91008111239861
374,,WILSTON,QLD,4051,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Wilston QLD 4051, Australia","Brisbane City QLD 4000, Australia",13.6,8.013,35.351470588235294
375,,WINDAROO,QLD,4207,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Windaroo QLD 4207, Australia","Brisbane City QLD 4000, Australia",33.75,40.634,72.23822222222222
376,,WINDSOR,QLD,4030,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Windsor QLD 4030, Australia","Brisbane City QLD 4000, Australia",11.783333333333333,7.438,37.87383309759547
377,,WISHART,QLD,4122,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Wishart QLD 4122, Australia","Brisbane City QLD 4000, Australia",18.6,14.973,48.300000000000004
378,,WOODFORD,QLD,4514,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Woodford QLD 4514, Australia","Brisbane City QLD 4000, Australia",65.25,76.007,69.89149425287357
379,,WOODRIDGE,QLD,4114,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Woodridge QLD 4114, Australia","Brisbane City QLD 4000, Australia",24.6,24.59,59.975609756097555
380,,WOODY POINT,QLD,4019,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Woody Point QLD 4019, Australia","Brisbane City QLD 4000, Australia",36.983333333333334,38.451,62.38107255520505
381,,WOOLLOONGABBA,QLD,4102,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Woolloongabba QLD 4102, Australia","Brisbane City QLD 4000, Australia",4.933333333333334,2.352,28.605405405405403
382,,WOOLMAR,QLD,4515,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Woolmar QLD 4515, Australia","Brisbane City QLD 4000, Australia",90.15,105.241,70.04392678868551
383,,WOOLOOWIN,QLD,4030,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Wooloowin QLD 4030, Australia","Brisbane City QLD 4000, Australia",15.683333333333334,9.995,38.23804463336875
384,,WOONGOOLBA,QLD,4207,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Woongoolba QLD 4207, Australia","Brisbane City QLD 4000, Australia",38.666666666666664,46.477,72.11948275862069
385,,WOORIM,QLD,4507,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Woorim QLD 4507, Australia","Brisbane City QLD 4000, Australia",69.85,74.097,63.64810307802434
386,,WYNNUM,QLD,4178,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Wynnum QLD 4178, Australia","Brisbane City QLD 4000, Australia",30.5,25.239,49.65049180327869
387,,WYNNUM NORTH,QLD,4178,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Wynnum N Rd, Wynnum QLD 4178, Australia","Brisbane City QLD 4000, Australia",27.216666666666665,23.324,51.41849357011636
388,,WYNNUM WEST,QLD,4178,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Wynnum West QLD 4178, Australia","Brisbane City QLD 4000, Australia",27.0,21.571,47.93555555555556
389,,YARRABILBA,QLD,4207,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Yarrabilba QLD 4207, Australia","Brisbane City QLD 4000, Australia",49.2,51.713,63.06463414634146
390,,YATALA,QLD,4207,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Yatala QLD 4207, Australia","Brisbane City QLD 4000, Australia",29.566666666666666,39.264,79.67891770011275
391,,YEERONGPILLY,QLD,4105,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Yeerongpilly QLD 4105, Australia","Brisbane City QLD 4000, Australia",14.416666666666666,8.01,33.3364161849711
392,,YERONGA,QLD,4104,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Yeronga QLD 4104, Australia","Brisbane City QLD 4000, Australia",12.8,6.651,31.176562499999996
393,,YUGAR,QLD,4520,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Yugar QLD 4520, Australia","Brisbane City QLD 4000, Australia",35.06666666666667,25.098,42.94334600760455
394,,ZILLMERE,QLD,4034,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Zillmere QLD 4034, Australia","Brisbane City QLD 4000, Australia",23.35,18.369,47.20085653104925
395,,ACACIA RIDGE,QLD,4110,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Acacia Ridge QLD 4110, Australia","Brisbane City QLD 4000, Australia",66.25,20.277,18.36407547169811
